location,group_type,event_a,event_b,overlap_start,overlap_end,overlap_min,closures_in_pair,cascade_risk
Bannerghata Road,corridor,FKID005302,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:25:15.370000,37.9,0,2.9
Bannerghata Road,corridor,FKID005302,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:25:15.370000,37.2,0,2.9
Bannerghata Road,corridor,FKID005302,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:25:15.370000,36.1,0,2.9
Bannerghata Road,corridor,FKID005302,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:25:15.370000,32.6,0,2.8
Bannerghata Road,corridor,FKID005302,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:25:15.370000,30.8,0,2.8
Bannerghata Road,corridor,FKID005302,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:25:15.370000,28.6,0,2.7
Bannerghata Road,corridor,FKID005302,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:25:15.370000,27.9,0,2.7
Bannerghata Road,corridor,FKID005302,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:25:15.370000,26.0,0,2.6
Bannerghata Road,corridor,FKID005303,FKID001972,2023-12-15 22:26:32.913000,2023-12-15 23:26:09.980000,59.6,0,3.5
Bannerghata Road,corridor,FKID005303,FKID005304,2023-12-15 22:26:57.630000,2023-12-15 23:26:09.980000,59.2,0,3.5
Bannerghata Road,corridor,FKID005303,FKID005305,2023-12-15 22:27:34.459000,2023-12-15 23:26:09.980000,58.6,0,3.5
Bannerghata Road,corridor,FKID005303,FKID005306,2023-12-15 22:28:04.719000,2023-12-15 23:26:09.980000,58.1,0,3.5
Bannerghata Road,corridor,FKID005303,FKID005307,2023-12-15 22:28:26.127000,2023-12-15 23:26:09.980000,57.7,0,3.4
Bannerghata Road,corridor,FKID005303,FKID005308,2023-12-15 22:28:54.045000,2023-12-15 23:26:09.980000,57.3,0,3.4
Bannerghata Road,corridor,FKID005303,FKID005309,2023-12-15 22:29:19.220000,2023-12-15 23:26:09.980000,56.8,0,3.4
Bannerghata Road,corridor,FKID005303,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:26:09.980000,56.0,0,3.4
Bannerghata Road,corridor,FKID005303,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:26:09.980000,55.6,0,3.4
Bannerghata Road,corridor,FKID005303,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:26:09.980000,54.9,0,3.4
Bannerghata Road,corridor,FKID005303,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:26:09.980000,49.6,0,3.2
Bannerghata Road,corridor,FKID005303,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:26:09.980000,40.2,0,3.0
Bannerghata Road,corridor,FKID005303,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:26:09.980000,39.3,0,3.0
Bannerghata Road,corridor,FKID005303,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:26:09.980000,38.8,0,3.0
Bannerghata Road,corridor,FKID005303,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:26:09.980000,38.1,0,3.0
Bannerghata Road,corridor,FKID005303,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:26:09.980000,37.0,0,2.9
Bannerghata Road,corridor,FKID005303,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:26:09.980000,33.5,0,2.8
Bannerghata Road,corridor,FKID005303,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:26:09.980000,31.7,0,2.8
Bannerghata Road,corridor,FKID005303,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:26:09.980000,29.5,0,2.7
Bannerghata Road,corridor,FKID005303,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:26:09.980000,28.8,0,2.7
Bannerghata Road,corridor,FKID005303,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:26:09.980000,26.9,0,2.7
Bannerghata Road,corridor,FKID001972,FKID005304,2023-12-15 22:26:57.630000,2023-12-15 23:26:32.913000,59.6,0,3.5
Bannerghata Road,corridor,FKID001972,FKID005305,2023-12-15 22:27:34.459000,2023-12-15 23:26:32.913000,59.0,0,3.5
Bannerghata Road,corridor,FKID001972,FKID005306,2023-12-15 22:28:04.719000,2023-12-15 23:26:32.913000,58.5,0,3.5
Bannerghata Road,corridor,FKID001972,FKID005307,2023-12-15 22:28:26.127000,2023-12-15 23:26:32.913000,58.1,0,3.5
Bannerghata Road,corridor,FKID001972,FKID005308,2023-12-15 22:28:54.045000,2023-12-15 23:26:32.913000,57.6,0,3.4
Bannerghata Road,corridor,FKID001972,FKID005309,2023-12-15 22:29:19.220000,2023-12-15 23:26:32.913000,57.2,0,3.4
Bannerghata Road,corridor,FKID001972,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:26:32.913000,56.4,0,3.4
Bannerghata Road,corridor,FKID001972,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:26:32.913000,56.0,0,3.4
Bannerghata Road,corridor,FKID001972,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:26:32.913000,55.3,0,3.4
Bannerghata Road,corridor,FKID001972,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:26:32.913000,49.9,0,3.2
Bannerghata Road,corridor,FKID001972,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:26:32.913000,40.6,0,3.0
Bannerghata Road,corridor,FKID001972,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:26:32.913000,39.7,0,3.0
Bannerghata Road,corridor,FKID001972,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:26:32.913000,39.2,0,3.0
Bannerghata Road,corridor,FKID001972,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:26:32.913000,38.4,0,3.0
Bannerghata Road,corridor,FKID001972,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:26:32.913000,37.4,0,2.9
Bannerghata Road,corridor,FKID001972,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:26:32.913000,33.9,0,2.8
Bannerghata Road,corridor,FKID001972,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:26:32.913000,32.1,0,2.8
Bannerghata Road,corridor,FKID001972,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:26:32.913000,29.9,0,2.7
Bannerghata Road,corridor,FKID001972,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:26:32.913000,29.2,0,2.7
Bannerghata Road,corridor,FKID001972,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:26:32.913000,27.3,0,2.7
Bannerghata Road,corridor,FKID005304,FKID005305,2023-12-15 22:27:34.459000,2023-12-15 23:26:57.630000,59.4,0,3.5
Bannerghata Road,corridor,FKID005304,FKID005306,2023-12-15 22:28:04.719000,2023-12-15 23:26:57.630000,58.9,0,3.5
Bannerghata Road,corridor,FKID005304,FKID005307,2023-12-15 22:28:26.127000,2023-12-15 23:26:57.630000,58.5,0,3.5
Bannerghata Road,corridor,FKID005304,FKID005308,2023-12-15 22:28:54.045000,2023-12-15 23:26:57.630000,58.1,0,3.5
Bannerghata Road,corridor,FKID005304,FKID005309,2023-12-15 22:29:19.220000,2023-12-15 23:26:57.630000,57.6,0,3.4
Bannerghata Road,corridor,FKID005304,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:26:57.630000,56.8,0,3.4
Bannerghata Road,corridor,FKID005304,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:26:57.630000,56.4,0,3.4
Bannerghata Road,corridor,FKID005304,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:26:57.630000,55.7,0,3.4
Bannerghata Road,corridor,FKID005304,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:26:57.630000,50.4,0,3.3
Bannerghata Road,corridor,FKID005304,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:26:57.630000,41.0,0,3.0
Bannerghata Road,corridor,FKID005304,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:26:57.630000,40.1,0,3.0
Bannerghata Road,corridor,FKID005304,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:26:57.630000,39.6,0,3.0
Bannerghata Road,corridor,FKID005304,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:26:57.630000,38.9,0,3.0
Bannerghata Road,corridor,FKID005304,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:26:57.630000,37.8,0,2.9
Bannerghata Road,corridor,FKID005304,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:26:57.630000,34.3,0,2.9
Bannerghata Road,corridor,FKID005304,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:26:57.630000,32.5,0,2.8
Bannerghata Road,corridor,FKID005304,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:26:57.630000,30.3,0,2.8
Bannerghata Road,corridor,FKID005304,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:26:57.630000,29.6,0,2.7
Bannerghata Road,corridor,FKID005304,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:26:57.630000,27.7,0,2.7
Bannerghata Road,corridor,FKID005305,FKID005306,2023-12-15 22:28:04.719000,2023-12-15 23:27:34.459000,59.5,0,3.5
Bannerghata Road,corridor,FKID005305,FKID005307,2023-12-15 22:28:26.127000,2023-12-15 23:27:34.459000,59.1,0,3.5
Bannerghata Road,corridor,FKID005305,FKID005308,2023-12-15 22:28:54.045000,2023-12-15 23:27:34.459000,58.7,0,3.5
Bannerghata Road,corridor,FKID005305,FKID005309,2023-12-15 22:29:19.220000,2023-12-15 23:27:34.459000,58.3,0,3.5
Bannerghata Road,corridor,FKID005305,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:27:34.459000,57.4,0,3.4
Bannerghata Road,corridor,FKID005305,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:27:34.459000,57.0,0,3.4
Bannerghata Road,corridor,FKID005305,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:27:34.459000,56.3,0,3.4
Bannerghata Road,corridor,FKID005305,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:27:34.459000,51.0,0,3.3
Bannerghata Road,corridor,FKID005305,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:27:34.459000,41.6,0,3.0
Bannerghata Road,corridor,FKID005305,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:27:34.459000,40.7,0,3.0
Bannerghata Road,corridor,FKID005305,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:27:34.459000,40.2,0,3.0
Bannerghata Road,corridor,FKID005305,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:27:34.459000,39.5,0,3.0
Bannerghata Road,corridor,FKID005305,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:27:34.459000,38.4,0,3.0
Bannerghata Road,corridor,FKID005305,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:27:34.459000,34.9,0,2.9
Bannerghata Road,corridor,FKID005305,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:27:34.459000,33.1,0,2.8
Bannerghata Road,corridor,FKID005305,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:27:34.459000,30.9,0,2.8
Bannerghata Road,corridor,FKID005305,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:27:34.459000,30.3,0,2.8
Bannerghata Road,corridor,FKID005305,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:27:34.459000,28.3,0,2.7
Bannerghata Road,corridor,FKID005306,FKID005307,2023-12-15 22:28:26.127000,2023-12-15 23:28:04.719000,59.6,0,3.5
Bannerghata Road,corridor,FKID005306,FKID005308,2023-12-15 22:28:54.045000,2023-12-15 23:28:04.719000,59.2,0,3.5
Bannerghata Road,corridor,FKID005306,FKID005309,2023-12-15 22:29:19.220000,2023-12-15 23:28:04.719000,58.8,0,3.5
Bannerghata Road,corridor,FKID005306,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:28:04.719000,57.9,0,3.4
Bannerghata Road,corridor,FKID005306,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:28:04.719000,57.5,0,3.4
Bannerghata Road,corridor,FKID005306,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:28:04.719000,56.8,0,3.4
Bannerghata Road,corridor,FKID005306,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:28:04.719000,51.5,0,3.3
Bannerghata Road,corridor,FKID005306,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:28:04.719000,42.1,0,3.1
Bannerghata Road,corridor,FKID005306,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:28:04.719000,41.2,0,3.0
Bannerghata Road,corridor,FKID005306,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:28:04.719000,40.8,0,3.0
Bannerghata Road,corridor,FKID005306,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:28:04.719000,40.0,0,3.0
Bannerghata Road,corridor,FKID005306,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:28:04.719000,38.9,0,3.0
Bannerghata Road,corridor,FKID005306,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:28:04.719000,35.4,0,2.9
Bannerghata Road,corridor,FKID005306,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:28:04.719000,33.6,0,2.8
Bannerghata Road,corridor,FKID005306,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:28:04.719000,31.4,0,2.8
Bannerghata Road,corridor,FKID005306,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:28:04.719000,30.8,0,2.8
Bannerghata Road,corridor,FKID005306,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:28:04.719000,28.8,0,2.7
Bannerghata Road,corridor,FKID005307,FKID005308,2023-12-15 22:28:54.045000,2023-12-15 23:28:26.127000,59.5,0,3.5
Bannerghata Road,corridor,FKID005307,FKID005309,2023-12-15 22:29:19.220000,2023-12-15 23:28:26.127000,59.1,0,3.5
Bannerghata Road,corridor,FKID005307,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:28:26.127000,58.3,0,3.5
Bannerghata Road,corridor,FKID005307,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:28:26.127000,57.8,0,3.4
Bannerghata Road,corridor,FKID005307,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:28:26.127000,57.2,0,3.4
Bannerghata Road,corridor,FKID005307,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:28:26.127000,51.8,0,3.3
Bannerghata Road,corridor,FKID005307,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:28:26.127000,42.5,0,3.1
Bannerghata Road,corridor,FKID005307,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:28:26.127000,41.6,0,3.0
Bannerghata Road,corridor,FKID005307,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:28:26.127000,41.1,0,3.0
Bannerghata Road,corridor,FKID005307,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:28:26.127000,40.3,0,3.0
Bannerghata Road,corridor,FKID005307,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:28:26.127000,39.3,0,3.0
Bannerghata Road,corridor,FKID005307,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:28:26.127000,35.7,0,2.9
Bannerghata Road,corridor,FKID005307,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:28:26.127000,33.9,0,2.8
Bannerghata Road,corridor,FKID005307,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:28:26.127000,31.7,0,2.8
Bannerghata Road,corridor,FKID005307,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:28:26.127000,31.1,0,2.8
Bannerghata Road,corridor,FKID005307,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:28:26.127000,29.1,0,2.7
Bannerghata Road,corridor,FKID005308,FKID005309,2023-12-15 22:29:19.220000,2023-12-15 23:28:54.045000,59.6,0,3.5
Bannerghata Road,corridor,FKID005308,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:28:54.045000,58.7,0,3.5
Bannerghata Road,corridor,FKID005308,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:28:54.045000,58.3,0,3.5
Bannerghata Road,corridor,FKID005308,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:28:54.045000,57.6,0,3.4
Bannerghata Road,corridor,FKID005308,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:28:54.045000,52.3,0,3.3
Bannerghata Road,corridor,FKID005308,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:28:54.045000,42.9,0,3.1
Bannerghata Road,corridor,FKID005308,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:28:54.045000,42.1,0,3.1
Bannerghata Road,corridor,FKID005308,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:28:54.045000,41.6,0,3.0
Bannerghata Road,corridor,FKID005308,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:28:54.045000,40.8,0,3.0
Bannerghata Road,corridor,FKID005308,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:28:54.045000,39.7,0,3.0
Bannerghata Road,corridor,FKID005308,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:28:54.045000,36.2,0,2.9
Bannerghata Road,corridor,FKID005308,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:28:54.045000,34.4,0,2.9
Bannerghata Road,corridor,FKID005308,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:28:54.045000,32.2,0,2.8
Bannerghata Road,corridor,FKID005308,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:28:54.045000,31.6,0,2.8
Bannerghata Road,corridor,FKID005308,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:28:54.045000,29.6,0,2.7
Bannerghata Road,corridor,FKID005309,FKID005310,2023-12-15 22:30:09.627000,2023-12-15 23:29:19.220000,59.2,0,3.5
Bannerghata Road,corridor,FKID005309,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:29:19.220000,58.7,0,3.5
Bannerghata Road,corridor,FKID005309,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:29:19.220000,58.1,0,3.5
Bannerghata Road,corridor,FKID005309,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:29:19.220000,52.7,0,3.3
Bannerghata Road,corridor,FKID005309,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:29:19.220000,43.4,0,3.1
Bannerghata Road,corridor,FKID005309,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:29:19.220000,42.5,0,3.1
Bannerghata Road,corridor,FKID005309,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:29:19.220000,42.0,0,3.0
Bannerghata Road,corridor,FKID005309,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:29:19.220000,41.2,0,3.0
Bannerghata Road,corridor,FKID005309,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:29:19.220000,40.2,0,3.0
Bannerghata Road,corridor,FKID005309,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:29:19.220000,36.6,0,2.9
Bannerghata Road,corridor,FKID005309,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:29:19.220000,34.8,0,2.9
Bannerghata Road,corridor,FKID005309,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:29:19.220000,32.6,0,2.8
Bannerghata Road,corridor,FKID005309,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:29:19.220000,32.0,0,2.8
Bannerghata Road,corridor,FKID005309,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:29:19.220000,30.0,0,2.8
Bannerghata Road,corridor,FKID005310,FKID005053,2023-12-15 22:30:35.168000,2023-12-15 23:30:09.627000,59.6,0,3.5
Bannerghata Road,corridor,FKID005310,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:30:09.627000,58.9,0,3.5
Bannerghata Road,corridor,FKID005310,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:30:09.627000,53.6,0,3.3
Bannerghata Road,corridor,FKID005310,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:30:09.627000,44.2,0,3.1
Bannerghata Road,corridor,FKID005310,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:30:09.627000,43.3,0,3.1
Bannerghata Road,corridor,FKID005310,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:30:09.627000,42.8,0,3.1
Bannerghata Road,corridor,FKID005310,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:30:09.627000,42.1,0,3.1
Bannerghata Road,corridor,FKID005310,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:30:09.627000,41.0,0,3.0
Bannerghata Road,corridor,FKID005310,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:30:09.627000,37.5,0,2.9
Bannerghata Road,corridor,FKID005310,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:30:09.627000,35.7,0,2.9
Bannerghata Road,corridor,FKID005310,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:30:09.627000,33.5,0,2.8
Bannerghata Road,corridor,FKID005310,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:30:09.627000,32.8,0,2.8
Bannerghata Road,corridor,FKID005310,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:30:09.627000,30.9,0,2.8
Bannerghata Road,corridor,FKID005053,FKID006846,2023-12-15 22:31:15.501000,2023-12-15 23:30:35.168000,59.3,0,3.5
Bannerghata Road,corridor,FKID005053,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:30:35.168000,54.0,0,3.3
Bannerghata Road,corridor,FKID005053,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:30:35.168000,44.6,0,3.1
Bannerghata Road,corridor,FKID005053,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:30:35.168000,43.8,0,3.1
Bannerghata Road,corridor,FKID005053,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:30:35.168000,43.3,0,3.1
Bannerghata Road,corridor,FKID005053,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:30:35.168000,42.5,0,3.1
Bannerghata Road,corridor,FKID005053,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:30:35.168000,41.4,0,3.0
Bannerghata Road,corridor,FKID005053,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:30:35.168000,37.9,0,2.9
Bannerghata Road,corridor,FKID005053,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:30:35.168000,36.1,0,2.9
Bannerghata Road,corridor,FKID005053,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:30:35.168000,33.9,0,2.8
Bannerghata Road,corridor,FKID005053,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:30:35.168000,33.3,0,2.8
Bannerghata Road,corridor,FKID005053,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:30:35.168000,31.3,0,2.8
Bannerghata Road,corridor,FKID006846,FKID005311,2023-12-15 22:36:36.067000,2023-12-15 23:31:15.501000,54.7,0,3.4
Bannerghata Road,corridor,FKID006846,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:31:15.501000,45.3,0,3.1
Bannerghata Road,corridor,FKID006846,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:31:15.501000,44.4,0,3.1
Bannerghata Road,corridor,FKID006846,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:31:15.501000,43.9,0,3.1
Bannerghata Road,corridor,FKID006846,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:31:15.501000,43.2,0,3.1
Bannerghata Road,corridor,FKID006846,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:31:15.501000,42.1,0,3.1
Bannerghata Road,corridor,FKID006846,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:31:15.501000,38.6,0,3.0
Bannerghata Road,corridor,FKID006846,FKID005319,2023-12-15 22:54:29.713000,2023-12-15 23:31:15.501000,36.8,0,2.9
Bannerghata Road,corridor,FKID006846,FKID005320,2023-12-15 22:56:41.852000,2023-12-15 23:31:15.501000,34.6,0,2.9
Bannerghata Road,corridor,FKID006846,FKID005321,2023-12-15 22:57:19.269000,2023-12-15 23:31:15.501000,33.9,0,2.8
Bannerghata Road,corridor,FKID006846,FKID005322,2023-12-15 22:59:17.445000,2023-12-15 23:31:15.501000,32.0,0,2.8
Bannerghata Road,corridor,FKID005311,FKID005312,2023-12-15 22:45:58.074000,2023-12-15 23:36:36.067000,50.6,0,3.3
Bannerghata Road,corridor,FKID005311,FKID005313,2023-12-15 22:46:49.723000,2023-12-15 23:36:36.067000,49.8,0,3.2
Bannerghata Road,corridor,FKID005311,FKID005314,2023-12-15 22:47:19.525000,2023-12-15 23:36:36.067000,49.3,0,3.2
Bannerghata Road,corridor,FKID005311,FKID005315,2023-12-15 22:48:05.968000,2023-12-15 23:36:36.067000,48.5,0,3.2
Bannerghata Road,corridor,FKID005311,FKID005316,2023-12-15 22:49:09.845000,2023-12-15 23:36:36.067000,47.4,0,3.2
Bannerghata Road,corridor,FKID005311,FKID005318,2023-12-15 22:52:41.485000,2023-12-15 23:36:36.067000,43.9,0,3.1
